account_uuid|account_value
316afcc0-dc86c-1da2-7089c-5b87b6e5f5|543
317e5837-61d17-c0d1-43c43-677f0ee2d1|657
31864f4f-11e84-99a3-452f1-49018f3203|597
31a1094a-e4674-0bcf-72a0a-0e5e5e3cc5|7449
31c9cfa1-509a-4650-8acf-9a23ee09d0e0|500
3219eb85-65849-8c46-68647-0e8ca01438|850
3250b296-f4d4b-f73d-6438e-93f4676106|851
328336d5-d9ee-4337-923a-3e690acd77f8|299.89
328e75aa-cfbd6-c656-7ed3b-a0c72ec1b9|350
32bbe4a7-c61b-4334-8a38-f6562591c49a|512
32ca12b1-d47b-4c38-8a94-c23c29f2f4cb|559
330859d8-4bef2-b097-b3729-3e5754bd91|1050
331cf214-0a27f-f274-8af01-40f38dc054|350
33373c0d-6e02f-e035-b90ac-bf4976b1f4|5534
333a75c0-b7b7-4e09-afed-bd883f7646d8|2238
3349efba-40912-f496-de65d-e82409f7ea|703
3362bd8f-dc033-343c-a71b3-c48059608c|1199
337018b3-38c00-0325-d6ed6-62085dafb9|532
337f0011-07fd5-fe9e-87b57-3ff72f50a8|904
339e210f-72ee1-b2ea-55001-6e1eac837a|5485
33a8c825-65307-568d-6bbbb-f477b2a8f7|2634.31
33c29cb8-d1ac-48ad-99aa-4219c095acb4|712
33f7ecc3-af5f-490f-854c-7c90ce62e29d|3290
3402931b-457ef-a95f-08b74-6aee348f51|623
34084f42-8a215-ef57-95e53-86f6fb0fdf|1289
3423567b-1286-4c8b-9cd4-7ba890e199b9|176
34479c62-a0b62-9842-66c10-41ff295fd2|10443
3450dee8-42f23-2859-63d53-c8e8123708|592.53
347ce328-7fab0-75d3-522ca-e041c44fc0|951
34bab070-dfde-4f18-92ef-a282dc10590e|0
34f0c8b5-7cc90-7395-99c1a-1a935bd99e|1078
3527c6c3-ad167-7098-d92ea-52439635aa|593
352be375-eccb-40fb-906a-3b8c042f3f4e|937
35388513-589d-4b97-9272-079737a3adaa|350
3566d807-619d-461f-a4a6-32e0b92c329f|3129
3581364c-d971-4ba2-97df-84d1277cdb4f|500
35c9a7ed-b941-4dcc-9e19-6575deffe344|2106
35f14d2c-af51-42a1-b864-fd16d49ef610|327.92
35fff1c0-72f43-b11d-af479-9ed12043f6|515
36288e0b-b82c5-030b-4dd15-86c32d0789|1068
362e853d-099c-4573-bd81-afc573047631|5357
36457212-d4a1-4a05-a0f9-e299edbb0f37|7983.91
366a4d55-aa47-4257-b28b-742ac5a1e8e7|1176.48
367518ac-ee4a-46ec-9997-be5126cbdca3|1138
36963abb-320a-45cd-bea4-f742dff90378|516
36c9d18d-b65d6-23a6-934d3-f061f4975a|1134
36cfcded-6f20-4339-bf6e-26bd4fb75380|404
36d57a43-a764c-1645-60f96-4706c98ca5|1603
371d0112-67722-dcf0-8176d-48c4f90001|1503
372021d3-05576-99c2-a8b0e-8d3c1d991f|28565
37294dc5-abfc1-7f91-69941-a413f0cfca|500
373480ee-efaad-d271-413e8-ad2eff5a9e|21590.6
373c6955-58198-be79-fe92c-933e6ba74f|850
3781a712-0722-408c-a746-6c31803ca04f|1405
37944f96-a9f7-48d2-9e99-92eaf7b0083b|9126
37a0f87c-e597-4e67-b358-9d278a2f9f55|815.65
37a1ad61-034a-4db8-94d0-6f12c63efefa|499
37a361e2-55dd-4719-9044-e9655a40e1c2|827
37f252d3-9247-4d14-bd58-d7f052c97a94|535.25
37f4ac12-82568-34f5-05704-b60c51eafe|505
3803cf66-077a-4026-98a2-55dcbf107234|3925.45
3810a847-326a-4724-81c1-68466457b951|2080
38252c8b-612b-4fd1-a989-7d7567e074f8|1767.11
384ea7df-d7cef-b3d2-7461c-7cffb631f1|2006
3860d923-51279-4ba7-b9e37-82a7bd7100|1733
388499ab-175a-4381-8021-78d2cc221cb6|521
38b36ed5-911c6-171d-6843e-091ae77d49|2936
38cf9038-a081-4f03-a9ea-6d69e296c7fa|1013
3929245e-925a-468a-ba8a-99c3580bb628|5481
393570c9-ae22-4a8c-a7c4-99f9dc9d6a74|560.04
3949db6a-aca0a-1583-09750-97b100b38a|1854
398756ed-4d11-43bf-85f8-225c49419e84|700
3990cb73-b5d8e-8622-8909d-e8fc2efe1d|1515
39ad982b-007cd-27bc-b2fff-20ffff32ea|794
39b80527-6d268-49cb-de57d-5cf6f9dab8|1179
39f3358a-4880-41e9-b3e2-0dc356c88fef|479.06
39f3c336-e2b31-fbba-eb7e9-3c45553951|2490
3a1e5b4f-d346-4640-ab74-d3bbaba97047|1144
3a309b9a-ed26a-3cea-94a1f-4dacd78bdc|2000
3a466079-2feea-cd93-99607-3ae367faef|11574.79
3a7e4199-612c-4c52-8d5a-90146d30a751|690
3a9f4e5f-e9e28-dee6-00f38-05636e86ce|2195
3aa5d6f5-2b914-0810-e1c9a-b90b380820|524.05
3ae982cc-9528-4a20-a9ae-1d026ff60ca7|765.76
3b0bd499-6f73d-3cea-ca68a-94577932c6|885
3b1d3fa9-40b2-4020-99c5-2a7544299b5a|250
3b4fabfd-62479-5ee2-91081-a9c283898c|1002
3b9bab6b-9e053-edc8-f966f-7b00af0a8c|543.51
3bded076-1d90c-b72e-90262-9e22b03c11|416
3bf21c93-9fbd-49e3-b5db-ea42ec547536|6330.51
3c059ea1-86f46-971d-d082d-43966c8a1e|1979.97
3c0cb276-7bb9-4f4c-b9fa-993309284807|540
3c0da365-e9f39-accc-2723b-e9d4f0baa5|1795
3c1ecd74-d7101-5ef3-3a579-ab38d965ad|14856.59
3c27fec3-108c3-adaa-6d9f0-f6a9d5d5b1|795
3c315685-55c0-469d-b194-5e4955ea2a43|354.15
3c4255ec-0ee7-4d57-b9de-d25c279b1d59|558
3c575527-87e5a-59db-45642-44d5b448e9|475
3c6a79c6-ea12-4b40-ba37-1a2370674fc1|1362
3c6e331a-dba4b-9d06-dca18-1156267fd6|850
3ca5ec2a-3b69-442c-8938-5d86cb8c7f17|3576
3caa6cb2-fc53-4415-9661-858442c6413b|530
3ce9f4aa-dc4dd-f74f-0033e-8771d9ca70|500
3ceb7f9f-4765-4aaf-88b6-e2d5b39590d3|15620
3d193fa2-2d433-0016-f60b5-189885b47a|1844
3d3b2c5f-c01a-4790-89f4-2ab3f88c2007|1050
3d46d496-961a-4c02-abe3-0e66adcc1eb8|610
3d664311-8f46-4e76-938e-b805aa7556aa|395
3d6dac22-443e7-a34c-643c6-61b14278d8|595.54
3d99dc19-b8c1f-4fe9-5ac01-c7a8e8fa71|850
3d9dc198-70c20-3abd-19a99-ceb8e885af|36173
3dc7d4c7-c00c3-905c-43bbd-264112acf6|896
3dd28d45-e7325-140f-67127-68fc332bbc|737
3dd94984-76c2-403c-83a7-111ffd5c624d|501
3e26b153-fb24a-4fad-b9030-25732849eb|3159
3e8872e7-c7857-4c2b-d0360-85d238453b|842
3eae6b1e-7344-4db6-bcf7-9b4d638e7cd2|552
3ec4feca-f7923-54c2-091e8-cbd33411e7|500
3ec8b5fe-1b6ec-ad84-b8ac1-ede990c122|28074.4
3f009173-54367-f57b-7d012-7fd821289a|6982
3f6b2e4c-0c709-e9dc-48686-53e803c56a|1157.47
3f78abce-5bf6a-e4e1-971ca-c8c400bd7d|500
3f86a88f-2865e-0833-f5f4b-1ce40e2362|475
3fa6fe61-dd1d-423a-8b55-6282602b096c|719
3fa7f4ea-513ab-758d-f0b38-4f7f166f88|815.38
3fbeed1d-e1ba6-237a-38d3d-e850c0a38f|1897.04
3fc34a47-2a22a-6275-0c8f7-78db44b0f1|919
3fd71a4a-b5b2d-4a0a-a6150-49ff2f5b63|1241
4005448e-c3c1e-f709-e7001-3bb24f0fe1|500
40110787-bbbe-41da-86cb-eced77d33d3b|530
404ff49c-cd2ba-ec3d-995c6-6465a2d799|3249
40820f38-6172-43d5-8abd-dd4f691897f4|1009
40b3f703-f265-4aab-95af-f356383c3f17|947
40dc92d3-de8b5-58db-6e4ae-743698b32c|1975
40e7f6b2-c8b47-51d9-2a7b4-6dfcf7e1cb|2800
40ea11aa-32fbb-caed-32d24-1d7ce3e88b|350
411b58a5-2502-44e3-9f6b-6ca53ba971c6|600
41644ade-cae68-e47d-94e2f-5481f637f4|1978
419db54f-5751-4c1f-a9e2-868afe04ff45|1490
41c61edc-6a4a1-b039-a0b07-82c26338d7|7992
41f08d31-e5213-797f-34f74-db3fb6900f|1065
41f88a7a-39c0e-be19-53f96-56af4f951f|1000
4217df86-89d24-4242-706cf-4d4fc79f0c|7023
4222cc5e-ba268-5e45-815c7-f7b50cdbd5|1070
4231e23f-3080b-6083-e9b99-0feaf505af|1446
4238b43c-f3b9-429e-81a7-be168494b38c|4923
423bdf48-98a0-423c-864b-5764cd97cfd7|2080
428ecece-af4ce-566f-f150b-96b1a17c71|1767
42979723-ee87e-ea16-0d9e0-fee56cd1e1|26438.4
429d125b-2e7df-c0b7-8c335-53aaf7918b|869
42adfdae-3c792-faca-a4e6d-96c3bbdc4f|500
42b5752e-6092-4ead-aa58-ef47e752c469|1722
431b8a87-aeed5-314b-5617c-0439f96f29|1709.69
43255a82-2525-47f4-9fa1-aa5339e667e5|550
43384a2b-ce9bd-89e5-08fa4-69edd9b337|3880
433901c9-efaf7-9fb7-f8b7d-d0c14d9803|1208
4342e279-8f1a3-2b28-13af1-c22286df7c|2393
43719809-21961-ed10-7f20d-7a8ccfbbf0|850
43a5fc25-21d75-d4e9-8ba31-a4a9a78ea1|440
43b828ce-ef91-4f4e-b137-bf148f822c52|712.25
43e2975d-91dca-619b-f2be2-a1bf720dad|1215.56
43e838f0-f1bf4-966b-82162-50fcbff187|648
446459b1-b7cb-4d9e-9a5c-c9746466b46e|4092
449771dc-7ebb-46ea-a611-52a5a1d8a1b4|1064
449a52b4-b78c7-dfdb-de54e-94d86554a6|1219
44a38f52-7273-4795-9b06-47c42551bf3c|1513
44a4ec1c-7f292-21d5-24523-bb56fb1b86|1604.68
44aa4563-54ae1-ed1f-40b53-2eec97263c|486
44cd9ca3-f836b-7ced-77532-fc023489ee|984.07
44cf3775-2b80-409b-baad-9dc74e970a1b|696
44e65a19-4de3b-024f-95d49-6e6f40c04a|3156
44fdd115-c1e81-cedb-64f2b-b5ed5f09e6|2725
451587fb-128e-46ff-8923-648f16a18fce|359.08
452c9d92-bfd24-1642-1951c-1751faff12|575
4550b73a-18800-ea65-a4d01-e36afa1c44|3954
45797086-fd26c-acf6-010cc-77f53440e4|550.06
459542a7-ba4f2-71f2-05273-f5a600e40d|712
460a4d30-c01a1-405a-92a77-e0ade8e00c|0
4612cfe8-d1a24-8c76-5f26c-d62ad813d1|1075.81
461a0fc1-b7b43-e71f-aa736-b45642f625|508
461b8e80-74eb9-2d73-763fc-328340be96|708
462e3081-08d17-6bfd-e58e0-4f9089399a|715
462f8bcc-3e61-40d7-86e4-f7ef2b693bca|700
463a637c-31736-52c7-04427-be75781f47|4837
4640445d-a15c0-bcf5-436ed-b99e334fb2|500
4648562c-7a3e-444a-aee9-7baafea7a927|383
4649fe2c-0ae6f-1bfa-51f8e-3ea6b21cfc|519
46638f63-4e47e-35cc-1f306-7792e1b58c|0
466a09bc-e8765-3100-3d7c0-bfdff60d0a|1272
4673c97a-75a0d-73db-b839b-bc10a13f65|5976
467a377c-dc13-42b3-9394-1a3dd8bec17f|1050
46a60c48-cbb78-c2bc-1408d-8b935cf62f|545
46b307b5-9295a-6515-8d8f0-9988b6ad19|13188
46b6427f-bbc8-4732-9b41-3fd8672c403a|1073
46cebb66-4668-456f-a15c-1e626137795c|2036.58
46d833fa-24454-3f4a-3d2e7-590778f299|2350
471437d7-3ccd-45b2-8ece-a08e7bc56e3d|9812.25
472114fe-5542b-a1d4-d9090-54414c8325|400
47372aa9-7ff7-4f31-8d7b-d604a262ab62|2500
475bb5a0-f4e24-ed6e-ce46b-824474aee1|877
47865358-8288c-17c4-f1036-5cf3e8a9a8|500
478b4f71-c82b-48fd-af42-fc07c0b40317|3075
47b28b3f-85886-299f-9b0d7-5fe05cff1d|1106
4813fee6-2d2c-4b94-a4c4-d7023ef81f43|643
481e46bc-66b7b-f8e7-bccc1-3befa32233|350
485195ee-7b67-42f6-9a47-9990e1c0731e|691
486a1bd7-fe10-41d2-aa2e-09fb629d183a|500
488c8f35-49f47-305e-a7046-97b6a6f7f9|500
489280f9-26f0-4bbc-b6d0-1b58c206049a|838
48ac172f-0ddd-4b94-b7cf-09901e8b2a84|3998
48bc5ab7-42ac-4537-9f6c-840ab1d56d10|556.92
48bd384a-ba6d-4bbc-8ef4-d436dbf9041a|3540.59
48bf13c2-7d7cb-d560-87fa8-c013d028d1|1634
48c28d10-d736-4aaa-bb1e-ddb9e2fdd69c|1614.5
48cc755b-066b6-90b2-4118f-da4c80f528|400
4902ada5-aa2bb-542b-f3e74-c671495271|500
491d5dab-09dc-4889-85e9-146e2b1651ca|1852
496981fb-5aeec-0744-8535c-08e3e3dd7a|2475
4976b2c7-5894-4f48-8a42-8e086bce1ba7|20267
498683e0-c13f-4302-ae58-2ce254b2fe8e|4689.66
49bee1ee-83e07-945c-5cd4c-4fc7a523dd|1679.7
49ce0ce5-840c-4e53-839c-53ad18549782|310
49f4737e-e1f14-7835-ced02-f9eca1c4e3|650
4a54a6e6-18e20-6381-2350a-f3354a9067|4736.1
4a54fbc0-fa7c-4f89-a924-7eac543352b3|975
4a617e9c-1e5e5-5fd7-4bd23-4bc573631c|928
4afed7df-8b9e4-3809-f9ea5-d3b7f35b1f|250.97
4b2b1707-886c-4e69-82ab-36334e61b5c0|1787
4b3ab375-b1a07-6fa4-8f33e-cf79fa5282|1060
4b46da3f-589c-4d33-8502-175fe3835dcb|495
4b4b31de-c4a86-eb26-8a169-1a32f9d438|547
4b4c6aca-478a-46ec-9061-3a5d84f00320|0
4b4d71ff-8244c-d03e-cc31e-a181c80557|500
4b505c80-bf924-ff06-532cc-eab95036af|770
4b5786ad-7a67e-cfd2-d1d91-363503a9d8|10010
4b69d8b5-4dee8-4999-62bbc-e18c7af66f|500
4bb02509-dcc10-3a70-aaba1-8365906017|2809
4bb4b7e6-38b5c-a321-33a8f-f72a883114|5966
4bb5154d-17229-3f64-32251-df52941d0a|4322.76
4bb58b24-73c95-4f6e-d40c6-8da1cd8229|495
4bc2abfe-7e20e-8f01-81c13-a6c777a47e|1901
4bde5489-47f8-416e-be0a-f6180b61a415|0
4c0874a8-b5f48-f784-a2a80-d17e2c0463|5486
4c121313-a201-47e9-8db3-62dec7bfe8a7|530
4c723f5c-198e-485b-ad07-1ed2317ab6d0|350
4c8e3a8f-cfe68-4743-590d1-6bfeaf4249|2475
4cb0a518-2d6ca-04f6-653df-ffcb830cc3|2001
4cb78027-3528b-6ee5-72097-fe3df26531|578
4cbf536a-e65f2-0227-f8cbe-e383452a33|475
4cf4b4de-4d60-4604-a369-8a0962060bcb|2298
4cf71589-63b5-4e1e-b5e9-30d9d1239f1a|3183.2
4d0254f8-a5db4-48f3-7ca4e-43152eeb95|17480.76
4d0bda8a-29c4c-ff7c-3ac62-4e8561fa0c|0
4d10e1f1-f163d-c5fe-53106-ad1648d33a|1978
4d15e4ed-5c46a-66e1-ce570-2e1c6e36c7|975
4d1bdc55-502b8-5f3b-ac829-d9257ce828|1004.06
4d1db5ef-aa9b8-241b-7cd41-1f24c77d2b|345
4d2045a2-a0400-e9d5-dbb6c-2510d91a23|6219
4d38644f-3cdf-44ff-802c-4334abe39b1d|8423
4d93e95b-05c7f-36e5-66a9e-8c010be3d2|1503
4da01524-9d1ba-984a-903ca-1e25915e01|1700
4dcd7ab9-10e3-4f36-a4d1-4a5df2e5245b|500
4dd965dd-d96b-4afe-9dd5-57745055034a|2368
4df818cd-22603-ba4a-43c88-d221952308|964
4e01218b-9d29-4539-88a1-bca1647b37e8|514
4e59e4d1-4dabc-bb2e-086be-c2d0e0599b|750
4e5a181f-eae4-4c80-9989-0794657ba5d7|3063
4e7583d3-0c83e-349a-e50ac-d0ad69327b|897
4f320b6b-04ed-4762-b0bb-328223b31b84|848
4f41906e-f67f-4799-9515-1c788d8257e3|850
4f5a8931-f510-4a66-a016-7773bfdfad6a|1175.5
4f7ac294-3a69-4fc0-89cb-3f361c87669d|1064
4f877911-41bbc-73e6-c9b25-57f4e3d21c|2922.37
4f881ebb-20adb-2f93-3fc91-adc7ebf42a|1696
4f985294-0508-465a-bc57-41120c441f9a|4196
4fb50b2d-d38c9-1a2b-0f5d2-27763334b6|775
4fc90dfc-de139-ffaf-43c91-864db5c345|11474
4feb8928-52815-f4bc-a2ee4-65608dfb65|1000
4ff5d775-b3c3-4186-a0b9-63b93f4e20e8|18570.51
4ffd1b23-1f27-40c2-a623-db349df8f77f|966
5031f837-948ac-3e58-a8471-4031ef2a5c|2484
5043c0a4-797c0-8a9f-dfa66-02291be7a9|982
50465a25-8cea-48e4-aec2-aa09aa19cdfc|1345
504f4553-fb0a-4a71-afde-676eddb53178|497.72
505d43d1-7797-4eee-ac31-a9665443ec0a|1024
5066d89a-80499-4848-4c1b5-a5da01ad6e|1490.9
50a32857-95a64-e346-9ba90-2b66357c94|2081
50a6e4f5-2f148-f441-4ce9b-2fb394f7b1|500
50c6854a-bc728-fe7a-e8031-db2e7d13fc|2475
50f28984-cccd-4e61-8c8a-f4a72b8787b9|500
50faf465-6de65-4770-993ba-7fae489d1f|0
512bfed7-db9a-482a-b9e7-c66c50254104|13137
514bc332-b4e2-48c8-b342-f553d97a7de3|575.5
515aedab-c6b8f-a75e-29d8b-0a080656b1|8340
518d2516-e5322-a0be-f8f5b-0ae7befb36|948.46
518f3273-ab51c-bbb4-44779-d82ba79170|4521
51be8e92-e842c-fbc6-cabf6-c10c7722b7|553
51c310bc-3a417-9fbd-b0bd8-3581dff7f0|698
51dc86bc-31e92-3555-c9c6e-d90602de13|346
51e0ecbf-dbb5-40e4-9dc2-88d376ea8de5|1030
521118a0-740b7-07c4-a05cc-02948e2b3f|4028
5221ab17-1b8f-42bb-b072-569361c60af5|7142.18
524dff07-a854-4eb1-a9d7-d9131cd2577b|980
5258ef2c-592b-4b02-ae9b-5b1d5c498916|500
5265714c-ca00a-2482-4fbec-8626b908ca|1745.13
526d4a39-a8e10-4ef3-30526-72f326a59f|0
5275c99f-268f4-b08c-e6854-5a9bf2a398|3345
5277cc11-9d8ab-faec-49733-40fa07be8d|2358
527d1fcc-8bcc-472e-bae4-2bc012bcb44a|2483
527e7e6a-eb298-f72b-f9848-ac194397e9|1613
52915b6f-7fd6-47d3-b647-2fdc891b6090|538
52bf1b2e-9926c-a8f8-6dc8a-4ece9739f7|1001.93
52c0e42c-a1fbc-40ee-cccf2-3f505a8151|509
52c46816-d9f4-4a5f-bd54-e3d6e062ef69|1753
52d24329-901a1-28d4-9c0b8-d759ca7e88|1101
52dbaf99-d9178-c5a0-404b6-2b6634a440|3926
52de275f-ca04-4fc4-bd58-dfef191606c1|3302
530f3a4a-8320-49e9-bfb3-1abba4055ea1|1071
53170c0f-05e26-8cdf-90283-084f75d8b2|661
5325113c-5a81-446c-8cac-f5ba64adfbfc|2467
534cf7b9-6c90-43df-9cf4-befbe665f880|982
535179be-aad9-414d-852a-378a1ceb38fa|2555
535c4f60-795ef-89ef-c00e3-6e5412ab39|1693
536ab15d-a2f86-98fe-2644b-fcf47b7a53|646
53a2df2a-c3eee-9191-9d584-d55f8d1d70|1000
53e86c92-9ac4-4185-adde-bead35627775|981
54006820-0a61-4140-8156-392fd6e9bee0|350
540eb98b-38c30-50fe-b8ce2-e6d1dfcc4f|975
543947cf-d4113-8ae5-d8669-e4cafc71f4|345
545b1913-0cd2-4572-a45e-398426484d7f|1029
545c2203-21955-54a4-ac19f-ad0a53921c|648
545e6e4f-da750-1fb1-0fd34-72576e728e|0
5462f0ce-f343d-464c-82f17-89cd189934|506
5465c9ba-50968-162f-7a73d-1389200344|8236
54764038-7c27-409c-8cde-17589070e752|850
547d2fa1-e482-429a-a5f4-a7920303656d|1026
549ad4e4-da907-70bf-3c696-091159eb18|786
54a3eaa8-7353-4818-8957-aedf507ebe3f|1515
54a96a87-dfa47-e776-4a4c6-ff2267a6c3|876
54ae6f97-0315-4ce0-b117-7a4c0d8260fe|2800.18
54b0949e-b9e1c-2548-b02db-fbfb36ddbb|613.36
54b72967-a2e71-da80-3ebe2-abb375b179|125
54e0d5f0-157e-4e48-8744-1d3954b11a53|3778
54f74dcf-b4c39-44e7-d3181-1318fca343|1993
5523580c-0201-4da1-a5c0-8aa740a098cf|1896.55
55362ffa-6a97-4003-a44e-4a51af121121|4999
5540d36d-e3c74-06ac-06236-42fb03712c|0
558e3e1a-88e18-067f-da141-43e8b3f0f0|630
559a7ac3-a67db-da42-30010-a7cb87dcce|3756
55a2d895-5c889-cd46-a24c8-ff7f1217a3|750
55b9c983-3e417-2d32-e5c12-b2efb73b5d|1537
55f4b569-14f8-4473-a003-e9f4d2a58c37|350
561a7ae5-79e59-763d-6e4f6-dbf9d9fb26|14599
561af345-545ad-8642-60b3c-185e313ac1|645
562e1d02-84c89-1440-a461f-766f11ffe7|1255
563e02b9-c4aa7-4e08-63470-c1008241bd|571.96
5682e6f7-24d4e-9870-1ea3d-251e8f20f5|1603.33
56953c5e-3f871-c939-55c04-fb9f88070b|754.94
56bb0385-f4334-6ce8-af09e-6deeea0b88|3518
56e028cc-7eca0-c10b-0652f-6bd8fa73b6|856
56e51f6f-ae3b9-4274-39df7-ea65a2738b|500
56e8f0e2-e2b2c-b869-196a6-5181e826d3|1207
56f00152-08aa4-15a9-60c23-8c421c0984|1000
56f55f98-9ba0-4680-84ba-9bb4181d72df|4354
5727ea2a-47c9-4fb8-a266-4d687d7b41a4|1166
572cd95d-d881-4102-9710-510247f5607e|1076
57303358-54270-a34c-683e2-ab949eb9b0|976
57570b7b-5b640-f5f7-2026a-b6a93c24ab|691.88
575ec854-00c13-8873-96f89-4b1a21be86|1878
576f6b49-29443-0589-8aba2-6e3b3a4ec7|1968.35
577a1ec5-0c09-4200-a6ee-f9b4482e0071|650
578b518e-f30a4-c685-8e5bb-17881b71f4|3838
579b62e5-f409-4538-8a0f-96a9c58e45a5|500
57a62e78-24d9c-b78e-7ffc3-642e4c2f2f|1174
57b5b9e1-de4cc-218f-6ab9e-4b24ca126f|500
57cd706f-c82a7-0c71-61736-5495fd6b57|475
57cdede7-aa0e9-6f20-51020-1f1f13e9c8|925
57e8e4f9-af0a3-70d1-2bf3d-ed434a2c21|500
57f7308b-5b192-dab7-ddff7-87f64201a4|954
5809f12b-4e03-464a-a72e-cf331e2ea8c2|2975
580fe360-7fadf-4768-6a8fe-ae2e45d4e3|350
5833d768-5de90-b68c-cc8a5-ad394ba851|1953
583d89d0-7d277-2e38-0e5bf-f6bd0036ee|500
583e5d43-acbd8-1989-0dc1e-43dc0339a9|1437.9
583eb09b-913d3-85bf-8b1e5-27d6984934|550
584557d1-98b7-474d-a100-b64226c720f2|0
5865c27e-d0f3-4243-a23b-0734f3acd882|1000
587158d3-4979b-0e52-31a56-9868decf06|847.74
587429fc-3477-400c-92e6-52ff4a2ba93c|5779.06
5886ccc2-c6f70-1f92-a98b4-dcbba3d3d5|176
58a067c6-386d-4507-a235-d04644421800|1089
58cecb6d-0cb3d-696b-5dc3e-54070cefb9|390
58dae3c5-d146a-e4a2-519c2-2f5f26f6fa|3025
58e9295f-a43b7-0620-55d56-c6ccbdc872|816
58ece9cf-563ab-73ad-19314-2e86ed4a67|1002.07
594ea973-79ee5-1d1b-97e9e-46a2fc8783|500
59ac058e-c0004-ecc9-f873b-1d57e567e7|511
59bca5f2-8ba0d-2270-cee04-a5a4129c6d|2785
59e6838c-13c6-4058-b134-ee65ff2acb85|995
5a12d09f-b1f09-de8f-2f477-cc7f291a69|16727.11
5a458f34-61aaa-fa9d-3aaaf-1be470f9de|648
5a57bea8-2cacc-53d2-84b6f-c9d8c9032c|528.31
5a8f3f6a-fb866-b572-39d7b-42c61014a5|500
5a8f9c1c-bd0a3-ca4c-2fcbf-95a085ff26|549
5a9fd80b-8efd2-8bbd-60419-ef1f165766|975
5abc1630-658a-4b68-8ede-b0f2a2f4ce28|1077
5b005e8f-b9bd2-312a-33fe9-48b3bf7fe5|604
5b0c3125-0cafd-db07-b7ade-bb34dbbce9|500
5b0eba5b-9dc0a-5e8d-bb976-44d4601309|21754
5b1cae3c-f10fb-7bb8-6a3f1-ac6f022ba0|641
5b6bb05c-57f8-44b7-a081-a5b8d16ac6e3|531
5b7f4244-d3cc-4164-9480-c3dba8ea4bd0|495
5b9a7ad1-d84e6-2195-b99fc-5580901656|5001
5bada4b1-9bdd0-5f59-90e2f-24d75e45ef|2229.75
5bb3f5ad-9fbbb-5b33-f9c46-080c3e3e03|976
5bd79d4e-dbc8a-7312-96b3a-dd4eb3e11e|0
5be4ec96-eec3-414d-87d1-b7c09cd2256c|350
5bf9a2d7-5dabe-a7ec-336a2-97a2aec38c|500
5c008fab-43fc4-6aba-6e190-157146111a|350
5c0d849a-916e-4eb4-a2f3-02bea79f5b60|603
5c3ac6c0-53e6e-0a47-33b67-8f00943654|0
5c6152a5-1ab92-4b26-76efe-865d850a38|888
5c68b8ca-6178-4a13-8d68-51a4d598229a|767
5c709d5f-8f2a7-059a-1fb33-66a3ea99a3|1190.04
5c7a502f-ed1c7-a0ae-41b78-74448439aa|2956
5c9a3df2-e1bfa-dff1-4dcf8-87b095c96f|2540
5ca4fbf1-f6eb-406e-91dc-7a93b8815b7e|371
5cc5372c-4ce2-4cb2-b73b-3f66c15e9714|899.36
5cc7e0a4-a96f-479e-9e4e-7efdd24bea1e|3302
5cd3eab0-53c9d-de21-8bfe2-2f4ce81008|972
5cd3fc84-9ccd0-c63c-c4cc6-58ce974d37|546
5cf0a60d-c40c3-1132-65df8-3f0cf5927d|505
5cf79a38-9810-400f-a94d-d71c6b1f1efd|650
5cfc8057-2324-41ad-a989-55da6568e223|495
5d03b43d-f63d5-eccc-9ba2e-e4cad02e0a|440
5d3dbd7a-2d4c3-6030-7d4d2-e3f700d1a3|779
5d63dba3-f917d-4795-ab1fc-eadff97b3a|512
5d729c3e-76e58-38ff-b1775-a71cdb6d45|2100
5d82b47c-af018-327a-92934-19432a9899|2950
5da2a589-7316-472b-972e-4ca120ef347e|505
5db2b4cb-608a-4669-91d2-aebe5ec6afff|495
5dc58fd0-78da4-9573-e00bf-57eb1b66cb|1193
5dd3d9fa-e5588-aaed-10196-aa5724a845|748.47
5dda64df-1a46a-face-0ee52-0f09f8a7a1|957
5e227159-16ecb-72b1-ce1b5-d005c799ca|1900
5e2b9cdd-1bb8-4dcd-ac06-16905da61b65|12295
5e36241d-a83bb-62bd-9d0b9-8f6a9cedee|619
5e4b508a-9887f-bea9-dcd26-06081a9fe4|1475
5e8868a1-2cb10-33c6-bc20a-37bc50c7c7|518
5e8cf422-02151-4817-77e61-e9f893849c|600
5eb88b9f-a2c55-3032-657ab-0cb6451922|500
5f0406b2-79a7-4529-9afd-5845fb369677|0
5f049487-2d80-4979-a80f-1d1c27bd41c2|3635
5f430676-0bde2-cde3-7feac-be00a956b0|505
5f7d7686-26446-f283-90e2b-e5c1e9a494|979.06
5f978023-e9b7-4762-a911-a97f9011a380|732
5fd36ee7-a6b0-4a37-8ab0-0f016a87b379|766
5ffd83f4-02a05-19bf-08771-ac69e53a51|0
6024c4cb-bda4f-ccb9-b2cf7-e8b8d4c81c|746
60356b2a-5faf1-7673-a8398-156f66090b|250
606261c3-a57b4-f804-20f35-b951d6b31a|3893.92
6064f7ea-40ee2-2c7d-8e826-c808e75c18|5196
6099e148-93d8c-ebc7-bc678-1cb3751a83|550
60c4604c-25f6c-9ed4-bdd70-90188bba89|350
60e12246-1aa83-5f88-ccd2e-79625eb9db|2824
60f87422-8e6de-4558-5ba82-519d4b8007|2708.33
6109a059-750f1-d083-de63d-b73853cdfc|1501
